"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"7478" "Trondheim" "7478 TRONDHEIM" "Postboksar" "63.36640" "10.34883" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1601" "Trondheim kommune"
"7479" "Trondheim" "7479 TRONDHEIM" "Postboksar" "63.37232" "10.3429" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1601" "Trondheim kommune"
"7480" "Trondheim" "7480 TRONDHEIM" "Postboksar" "63.39689" "10.40551" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1601" "Trondheim kommune"
"7481" "Trondheim" "7481 TRONDHEIM" "Postboksar" "63.43492" "10.41174" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1601" "Trondheim kommune"
"7482" "Trondheim" "7482 TRONDHEIM" "Postboksar" "63.34599" "10.33506" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1601" "Trondheim kommune"
"7483" "Trondheim" "7483 TRONDHEIM" "Postboksar" "63.4319" "10.3988" "6" "Usikker plassering" "08.06.2013" "1601" "Trondheim kommune"
"7484" "Trondheim" "7484 TRONDHEIM" "Postboksar" "63.4319" "10.3988" "6" "Usikker plassering" "08.06.2013" "1601" "Trondheim kommune"
"7485" "Trondheim" "7485 TRONDHEIM" "Postboksar" "63.4319" "10.3988" "6" "Usikker plassering" "08.06.2013" "1601" "Trondheim kommune"
"7486" "Trondheim" "7486 TRONDHEIM" "Postboksar" "63.4319" "10.3988" "6" "Usikker plassering" "08.06.2013" "1601" "Trondheim kommune"
"7487" "Trondheim" "7487 TRONDHEIM" "Postboksar" "63.37059" "10.38881" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1601" "Trondheim kommune"
"7488" "Trondheim" "7488 TRONDHEIM" "Postboksar" "63.4319" "10.3988" "6" "Usikker plassering" "08.06.2013" "1601" "Trondheim kommune"
"7489" "Trondheim" "7489 TRONDHEIM" "Postboksar" "63.4319" "10.3988" "6" "Usikker plassering" "08.06.2013" "1601" "Trondheim kommune"
"7490" "Trondheim" "7490 TRONDHEIM" "Postboksar" "63.40734" "10.39742" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1601" "Trondheim kommune"
"7491" "Trondheim" "7491 TRONDHEIM" "Postboksar" "63.40785" "10.46981" "6" "Usikker plassering" "08.06.2013" "1601" "Trondheim kommune"
"7492" "Trondheim" "7492 TRONDHEIM" "Postboksar" "63.4319" "10.3988" "6" "Usikker plassering" "08.06.2013" "1601" "Trondheim kommune"
"7493" "Trondheim" "7493 TRONDHEIM" "Postboksar" "63.4319" "10.3988" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "1601" "Trondheim kommune"
"7494" "Trondheim" "7494 TRONDHEIM" "Postboksar" "63.41340" "10.41418" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1601" "Trondheim kommune"
"7495" "Trondheim" "7495 TRONDHEIM" "Postboksar" "63.4319" "10.3988" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "1601" "Trondheim kommune"
"7496" "Trondheim" "7496 TRONDHEIM" "Postboksar" "63.4319" "10.3988" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "1601" "Trondheim kommune"
"7497" "Trondheim" "7497 TRONDHEIM" "Postboksar" "63.36185" "10.38981" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1601" "Trondheim kommune"
"7498" "Trondheim (ikkje i bruk)" "7498 TRONDHEIM (ikkje i bruk)" "Postboksar" "63.4319" "10.3988" "2" "Koordinatane er retta av Erik Bolstad" "07.09.2012" "1601" "Trondheim kommune"
"7499" "Trondheim (ikkje i bruk)" "7499 TRONDHEIM (ikkje i bruk)" "Postboksar" "63.4319" "10.3988" "2" "Koordinatane er retta av Erik Bolstad" "07.09.2012" "1601" "Trondheim kommune"
"7540" "Klæbu" "7540 KLÆBU" "Gate-/veg-adresse" "63.2976" "10.4826" "2" "Koordinatane er retta av Erik Bolstad" "20.09.2013" "1662" "Klæbu kommune"
"7541" "Klæbu" "7541 KLÆBU" "Postboksar" "63.29934" "10.48331" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1662" "Klæbu kommune"
"7549" "Tanem" "7549 TANEM" "Gate-/veg-adresse" "63.3082" "10.4356" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1662" "Klæbu kommune"
"7550" "Hommelvik" "7550 HOMMELVIK" "Gate-/veg-adresse" "63.4114" "10.7943" "5" "Koordinatane er retta av ein yr.no-brukar" "20.09.2013" "1663" "Malvik kommune"
"7551" "Hommelvik" "7551 HOMMELVIK" "Postboksar" "63.41184" "10.79935" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1663" "Malvik kommune"
"7560" "Vikhammer" "7560 VIKHAMMER" "Gate-/veg-adresse" "63.4372" "10.6271" "5" "Koordinatane er retta av ein yr.no-brukar" "20.09.2013" "1663" "Malvik kommune"
"7562" "Hundhamaren" "7562 HUNDHAMAREN" "Gate-/veg-adresse" "63.43690" "10.5882" "1" "Koordinatane gjeld postkontoret" "20.09.2013" "1663" "Malvik kommune"
"7563" "Malvik" "7563 MALVIK" "Gate-/veg-adresse" "63.4321" "10.7368" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "1663" "Malvik kommune"
"7566" "Vikhammer" "7566 VIKHAMMER" "Postboksar" "63.43784" "10.62556" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1663" "Malvik kommune"
"7580" "Selbu" "7580 SELBU" "Gate-/veg-adresse" "63.2291" "11.0313" "2" "Koordinatane er retta av Erik Bolstad" "20.09.2013" "1664" "Selbu kommune"
"7581" "Selbu" "7581 SELBU" "Postboksar" "63.21863" "11.03845" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1664" "Selbu kommune"
"7583" "Selbu" "7583 SELBU" "Postboksar" "63.24993" "11.0949" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1664" "Selbu kommune"
"7584" "Selbustrand" "7584 SELBUSTRAND" "Gate-/veg-adresse" "63.2488" "10.9552" "2" "Koordinatane er retta av Erik Bolstad" "28.09.2012" "1664" "Selbu kommune"
"7586" "Selbustrand (ikkje i bruk)" "7586 SELBUSTRAND (ikkje i bruk)" "Postboksar" "63.2486" "10.9517" "2" "Koordinatane er retta av Erik Bolstad" "07.09.2012" "1664" "Selbu kommune"
"7590" "Tydal" "7590 TYDAL" "Gate-/veg-adresse" "63.0448" "11.6569" "2" "Koordinatane er retta av Erik Bolstad" "28.09.2012" "1665" "Tydal kommune"
"7591" "Tydal" "7591 TYDAL" "Postboksar" "63.04481" "11.66148" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1665" "Tydal kommune"
"7596" "Flaknan" "7596 FLAKNAN" "Gate-/veg-adresse" "63.1101" "11.2657" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "1664" "Selbu kommune"
"7740" "Steinsdalen" "7740 STEINSDALEN" "Gateadresser og postboksar" "64.29744" "10.5104" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1633" "Osen kommune"
"7742" "Yttervåg" "7742 YTTERVÅG" "Gateadresser og postboksar" "64.2962" "10.2955" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "1633" "Osen kommune"
"7744" "Hepsøy" "7744 HEPSØY" "Gate-/veg-adresse" "64.3205" "10.3733" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "1633" "Osen kommune"
"7748" "Sætervik" "7748 SÆTERVIK" "Gateadresser og postboksar" "64.39586" "10.4884" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "1633" "Osen kommune"
"3650" "Tinn Austbygd" "3650 TINN AUSTBYGD" "Gate-/veg-adresse" "59.9951" "8.8289" "5" "Koordinatane er retta av ein yr.no-brukar" "19.09.2013" "826" "Tinn kommune"
"3652" "Hovin i Telemark" "3652 HOVIN I TELEMARK" "Gate-/veg-adresse" "59.8605" "9.0239" "2" "Koordinatane er retta av Erik Bolstad" "28.09.2012" "826" "Tinn kommune"
"3656" "AtrÃ¥" "3656 ATRÃ" "Gate-/veg-adresse" "59.9859" "8.7341" "5" "Koordinatane er retta av ein yr.no-brukar" "19.09.2013" "826" "Tinn kommune"
"3658" "Miland" "3658 MILAND" "Gate-/veg-adresse" "59.9262" "8.7537" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "826" "Tinn kommune"
"3660" "Rjukan" "3660 RJUKAN" "Gate-/veg-adresse" "59.8789" "8.5941" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "826" "Tinn kommune"
"3661" "Rjukan" "3661 RJUKAN" "Postboksar" "59.87929" "8.59145" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "826" "Tinn kommune"
"3665" "Sauland" "3665 SAULAND" "Postboksar" "59.61726" "8.93201" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "827" "Hjartdal kommune"
"3666" "Tinn Austbygd" "3666 TINN AUSTBYGD" "Postboksar" "59.99504" "8.82686" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "826" "Tinn kommune"
"3671" "Notodden" "3671 NOTODDEN" "Postboksar" "59.56218" "9.26332" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "807" "Notodden kommune"
"3672" "Notodden" "3672 NOTODDEN" "Postboksar" "59.5622" "9.2633" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "807" "Notodden kommune"
"3673" "Notodden" "3673 NOTODDEN" "Postboksar" "59.56618" "9.22265" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "807" "Notodden kommune"
"3674" "Notodden" "3674 NOTODDEN" "Gate-/veg-adresse" "59.56" "9.2601" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "807" "Notodden kommune"
"3675" "Notodden" "3675 NOTODDEN" "Gate-/veg-adresse" "59.5695" "9.2551" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "807" "Notodden kommune"
"3676" "Notodden" "3676 NOTODDEN" "Gate-/veg-adresse" "59.5741" "9.2007" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "807" "Notodden kommune"
"3677" "Notodden" "3677 NOTODDEN" "Gate-/veg-adresse" "59.593" "9.1488" "5" "Koordinatane er retta av ein yr.no-brukar" "19.09.2013" "807" "Notodden kommune"
"3678" "Notodden" "3678 NOTODDEN" "Gate-/veg-adresse" "59.5733" "9.2675" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "807" "Notodden kommune"
"3679" "Notodden" "3679 NOTODDEN" "Gate-/veg-adresse" "59.5725" "9.2749" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "807" "Notodden kommune"
"3680" "Notodden" "3680 NOTODDEN" "Gate-/veg-adresse" "59.5964" "9.269" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "807" "Notodden kommune"
"3681" "Notodden" "3681 NOTODDEN" "Gate-/veg-adresse" "59.5622" "9.2775" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "807" "Notodden kommune"
"3683" "Notodden" "3683 NOTODDEN" "Gate-/veg-adresse" "59.5306" "9.3027" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "807" "Notodden kommune"
"3684" "Notodden" "3684 NOTODDEN" "Gate-/veg-adresse" "59.5664" "9.3" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "807" "Notodden kommune"
"3690" "Hjartdal" "3690 HJARTDAL" "Gate-/veg-adresse" "59.6004" "8.6521" "5" "Koordinatane er retta av ein yr.no-brukar" "19.09.2013" "827" "Hjartdal kommune"
"3691" "Gransherad" "3691 GRANSHERAD" "Gate-/veg-adresse" "59.69062" "9.03937" "1" "Koordinatane gjeld postkontoret" "19.09.2013" "807" "Notodden kommune"
"3692" "Sauland" "3692 SAULAND" "Gate-/veg-adresse" "59.6161" "8.9376" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "827" "Hjartdal kommune"
"3697" "Tuddal" "3697 TUDDAL" "Gate-/veg-adresse" "59.7534" "8.7965" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "827" "Hjartdal kommune"
"3699" "Gaustatoppen Turisthytte (ikkje i bruk)" "3699 GAUSTATOPPEN TURISTHYTTE (ikkje i bruk)" "Gate-/veg-adresse" "59.8504" "8.6550" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "07.09.2012" "826" "Tinn kommune"
"3701" "Skien" "3701 SKIEN" "Postboksar" "59.21037" "9.60497" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "806" "Skien kommune"
"3702" "Skien" "3702 SKIEN" "Postboksar" "59.18070" "9.61022" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "806" "Skien kommune"
"3703" "Skien" "3703 SKIEN" "Postboksar" "59.21642" "9.56624" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "806" "Skien kommune"
"3704" "Skien" "3704 SKIEN" "Postboksar" "59.19659" "9.60349" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "806" "Skien kommune"
"3705" "Skien" "3705 SKIEN" "Postboksar" "59.21066" "9.58975" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "806" "Skien kommune"
"3706" "Skien (Ikkje i bruk)" "3706 SKIEN (Ikkje i bruk)" "Fleire bruksomrÃ¥de" "59.2165" "9.6115" "2" "Koordinatane er retta av Erik Bolstad" "03.04.2013" "806" "Skien kommune"
"3707" "Skien" "3707 SKIEN" "Postboksar" "59.20713" "9.60821" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "806" "Skien kommune"
"3708" "Skien" "3708 SKIEN" "Fleire bruksomrÃ¥de" "59.2183" "9.5987" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "806" "Skien kommune"
"3709" "Skien (ikkje i bruk)" "3709 SKIEN (ikkje i bruk)" "Firma/organisasjon med eige postnummer" "59.2185" "9.6000" "2" "Koordinatane er retta av Erik Bolstad" "07.09.2012" "806" "Skien kommune"
"3710" "Skien" "3710 SKIEN" "Gate-/veg-adresse" "59.1927" "9.5951" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "806" "Skien kommune"
"3711" "Skien" "3711 SKIEN" "Gate-/veg-adresse" "59.164" "9.6641" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3712" "Skien" "3712 SKIEN" "Gate-/veg-adresse" "59.1682" "9.6504" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3713" "Skien" "3713 SKIEN" "Gate-/veg-adresse" "59.1784" "9.6412" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3714" "Skien" "3714 SKIEN" "Gate-/veg-adresse" "59.2023" "9.6233" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3715" "Skien" "3715 SKIEN" "Gate-/veg-adresse" "59.2115" "9.6165" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3716" "Skien" "3716 SKIEN" "Gate-/veg-adresse" "59.2252" "9.5962" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3717" "Skien" "3717 SKIEN" "Gate-/veg-adresse" "59.2139" "9.6037" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3718" "Skien" "3718 SKIEN" "Gate-/veg-adresse" "59.2076" "9.5777" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3719" "Skien" "3719 SKIEN" "Gate-/veg-adresse" "59.2191" "9.6391" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "19.09.2013" "806" "Skien kommune"
"3720" "Skien" "3720 SKIEN" "Gate-/veg-adresse" "59.2163" "9.5166" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3721" "Skien" "3721 SKIEN" "Gate-/veg-adresse" "59.2503" "9.5691" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "19.09.2013" "806" "Skien kommune"
"3722" "Skien" "3722 SKIEN" "Gate-/veg-adresse" "59.2099" "9.5951" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3723" "Skien" "3723 SKIEN" "Gate-/veg-adresse" "59.2158" "9.584" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3724" "Skien" "3724 SKIEN" "Gate-/veg-adresse" "59.2017" "9.6156" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "806" "Skien kommune"
"3725" "Skien" "3725 SKIEN" "Gate-/veg-adresse" "59.2031" "9.5973" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3726" "Skien" "3726 SKIEN" "Gate-/veg-adresse" "59.2163" "9.57" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3727" "Skien" "3727 SKIEN" "Gate-/veg-adresse" "59.2101" "9.5651" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3728" "Skien" "3728 SKIEN" "Gate-/veg-adresse" "59.1933" "9.5786" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3729" "Skien" "3729 SKIEN" "Gate-/veg-adresse" "59.1925" "9.4423" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3730" "Skien" "3730 SKIEN" "Gate-/veg-adresse" "59.1949" "9.605" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3731" "Skien" "3731 SKIEN" "Gate-/veg-adresse" "59.1973" "9.5389" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3732" "Skien" "3732 SKIEN" "Gate-/veg-adresse" "59.1916" "9.6161" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3733" "Skien" "3733 SKIEN" "Gate-/veg-adresse" "59.1888" "9.6079" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3734" "Skien" "3734 SKIEN" "Gate-/veg-adresse" "59.18607" "9.61192" "1" "Koordinatane gjeld postkontoret" "17.09.2013" "806" "Skien kommune"
"3735" "Skien" "3735 SKIEN" "Gate-/veg-adresse" "59.177" "9.6191" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3736" "Skien" "3736 SKIEN" "Gate-/veg-adresse" "59.1609" "9.6344" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3737" "Skien" "3737 SKIEN" "Gate-/veg-adresse" "59.1481" "9.6252" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3738" "Skien" "3738 SKIEN" "Gate-/veg-adresse" "59.1489" "9.6152" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3739" "Skien" "3739 SKIEN" "Gate-/veg-adresse" "59.1318" "9.5177" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "19.09.2013" "806" "Skien kommune"
"3740" "Skien" "3740 SKIEN" "Gate-/veg-adresse" "59.1523" "9.6339" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "19.09.2013" "806" "Skien kommune"
"3741" "Skien" "3741 SKIEN" "Gate-/veg-adresse" "59.2251" "9.5597" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3742" "Skien" "3742 SKIEN" "Gate-/veg-adresse" "59.223" "9.5509" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3743" "Skien" "3743 SKIEN" "Gate-/veg-adresse" "59.2182" "9.5561" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3744" "Skien" "3744 SKIEN" "Gate-/veg-adresse" "59.2086" "9.5549" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3746" "Skien" "3746 SKIEN" "Gate-/veg-adresse" "59.1892" "9.6323" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3747" "Skien" "3747 SKIEN" "Gate-/veg-adresse" "59.2175" "9.5889" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "806" "Skien kommune"
"3748" "Siljan" "3748 SILJAN" "Gate-/veg-adresse" "59.2884" "9.7100" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "811" "Siljan kommune"
"3749" "Siljan" "3749 SILJAN" "Postboksar" "59.26946" "9.71068" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "811" "Siljan kommune"
"3750" "Drangedal" "3750 DRANGEDAL" "Gate-/veg-adresse" "59.0956" "9.0626" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "817" "Drangedal kommune"
"3753" "TÃ¸rdal" "3753 TÃRDAL" "Gate-/veg-adresse" "59.1562" "8.8099" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "28.09.2012" "817" "Drangedal kommune"
"3760" "Neslandsvatn" "3760 NESLANDSVATN" "Gate-/veg-adresse" "58.9679" "9.158" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "817" "Drangedal kommune"
"3766" "Sannidal" "3766 SANNIDAL" "Gate-/veg-adresse" "58.8960" "9.2851" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "815" "KragerÃ¸ kommune"
"3770" "KragerÃ¸" "3770 KRAGERÃ" "Gate-/veg-adresse" "58.8689" "9.4118" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "19.09.2013" "815" "KragerÃ¸ kommune"
"3780" "SkÃ¥tÃ¸y" "3780 SKÃTÃY" "Gate-/veg-adresse" "58.8587" "9.4757" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "815" "KragerÃ¸ kommune"
"3781" "Jomfruland" "3781 JOMFRULAND" "Gate-/veg-adresse" "58.8592" "9.5851" "5" "Koordinatane er retta av ein yr.no-brukar" "19.09.2013" "815" "KragerÃ¸ kommune"
"3783" "KragerÃ¸ skjÃ¦rgÃ¥rd" "3783 KRAGERÃ SKJÃRGÃRD" "Gate-/veg-adresse" "58.8796" "9.5388" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "815" "KragerÃ¸ kommune"
"3785" "Skien" "3785 SKIEN" "Postboksar" "59.21478" "9.52553" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "806" "Skien kommune"
"3786" "Skien (ikkje i bruk)" "3786 SKIEN (ikkje i bruk)" "Postboksar" "59.19502" "9.53809" "1" "Koordinatane gjeld postkontoret" "07.09.2012" "806" "Skien kommune"
"3787" "Skien" "3787 SKIEN" "Postboksar" "59.14719" "9.62082" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "806" "Skien kommune"
"3788" "Stabbestad" "3788 STABBESTAD" "Gate-/veg-adresse" "58.8493" "9.4081" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "815" "KragerÃ¸ kommune"
"3789" "KragerÃ¸" "3789 KRAGERÃ" "Postboksar" "58.87091" "9.38607" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "815" "KragerÃ¸ kommune"
"3790" "Helle" "3790 HELLE" "Gate-/veg-adresse" "58.9035" "9.3905" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "815" "KragerÃ¸ kommune"
"3791" "KragerÃ¸" "3791 KRAGERÃ" "Postboksar" "58.86808" "9.41057" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "815" "KragerÃ¸ kommune"
"3792" "Skien" "3792 SKIEN" "Postboksar" "59.19381" "9.62620" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "806" "Skien kommune"
"3793" "Sannidal" "3793 SANNIDAL" "Postboksar" "58.89202" "9.29379" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "815" "KragerÃ¸ kommune"
"3794" "Helle" "3794 HELLE" "Postboksar" "58.90106" "9.37939" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "815" "KragerÃ¸ kommune"
"3795" "Drangedal" "3795 DRANGEDAL" "Postboksar" "59.09677" "9.06184" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "817" "Drangedal kommune"
"3796" "Skien" "3796 SKIEN" "Postboksar" "59.16400" "9.66414" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "806" "Skien kommune"
"3798" "Skien" "3798 SKIEN" "Postboksar" "59.17033" "9.65123" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "806" "Skien kommune"
"3800" "BÃ¸ i Telemark" "3800 BÃ I TELEMARK" "Gate-/veg-adresse" "59.4117" "9.0694" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "821" "BÃ¸ kommune"
"3801" "BÃ¸ i Telemark" "3801 BÃ I TELEMARK" "Gate-/veg-adresse" "59.404772" "9.078177" "2" "Koordinatane er retta av Emil MÃ¼ller" "19.09.2013" "821" "BÃ¸ kommune"
"3802" "BÃ¸ i Telemark" "3802 BÃ I TELEMARK" "Gate-/veg-adresse" "59.4227" "9.0525" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "821" "BÃ¸ kommune"
"3803" "BÃ¸ i Telemark" "3803 BÃ I TELEMARK" "Gate-/veg-adresse" "59.4076" "8.9557" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "821" "BÃ¸ kommune"
"3804" "BÃ¸ i Telemark" "3804 BÃ I TELEMARK" "Gate-/veg-adresse" "59.4452" "9.0717" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "821" "BÃ¸ kommune"
"3805" "BÃ¸ i Telemark" "3805 BÃ I TELEMARK" "Gate-/veg-adresse" "59.4384" "8.8610" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "828" "Seljord kommune"
"3810" "Gvarv" "3810 GVARV" "Gate-/veg-adresse" "59.3875" "9.1737" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "822" "Sauherad kommune"
"3811" "HÃ¸rte" "3811 HÃRTE" "Gate-/veg-adresse" "59.4217" "9.1310" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "822" "Sauherad kommune"
"3812" "Akkerhaugen" "3812 AKKERHAUGEN" "Gate-/veg-adresse" "59.3954" "9.2511" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "19.09.2013" "822" "Sauherad kommune"
"3820" "Nordagutu" "3820 NORDAGUTU" "Gate-/veg-adresse" "59.4159" "9.3258" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "822" "Sauherad kommune"
"3825" "Lunde" "3825 LUNDE" "Gate-/veg-adresse" "59.2986" "9.1033" "5" "Koordinatane er retta av ein yr.no-brukar" "19.09.2013" "819" "Nome kommune"
"3830" "Ulefoss" "3830 ULEFOSS" "Gate-/veg-adresse" "59.2841" "9.2632" "5" "Koordinatane er retta av ein yr.no-brukar" "19.09.2013" "819" "Nome kommune"
"3831" "Ulefoss" "3831 ULEFOSS" "Postboksar" "59.28244" "9.26854" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "819" "Nome kommune"
"3832" "Lunde" "3832 LUNDE" "Postboksar" "59.29989" "9.10272" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "819" "Nome kommune"
