"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"2372" "BrÃ¸ttum" "2372 BRÃTTUM" "Gateadresser og postboksar" "61.02923" "10.55266" "1" "Koordinatane gjeld postkontoret" "19.09.2013" "412" "Ringsaker kommune"
"2380" "Brumunddal" "2380 BRUMUNDDAL" "Gate-/veg-adresse" "60.8809" "10.9395" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "412" "Ringsaker kommune"
"2381" "Brumunddal" "2381 BRUMUNDDAL" "Postboksar" "60.88472" "10.94201" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "412" "Ringsaker kommune"
"2382" "Brumunddal" "2382 BRUMUNDDAL" "Gate-/veg-adresse" "60.8869" "10.9458" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "412" "Ringsaker kommune"
"2383" "Brumunddal" "2383 BRUMUNDDAL" "Gate-/veg-adresse" "60.890052" "10.931856" "2" "Koordinatane er retta av Emil MÃ¼ller" "19.09.2013" "412" "Ringsaker kommune"
"2384" "Brumunddal" "2384 BRUMUNDDAL" "Gate-/veg-adresse" "60.8712" "10.8349" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "412" "Ringsaker kommune"
"2385" "Brumunddal" "2385 BRUMUNDDAL" "Gate-/veg-adresse" "60.9197" "10.9053" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "412" "Ringsaker kommune"
"2386" "Brumunddal" "2386 BRUMUNDDAL" "Gate-/veg-adresse" "60.9105" "10.9665" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "412" "Ringsaker kommune"
"2387" "Brumunddal" "2387 BRUMUNDDAL" "Gate-/veg-adresse" "60.9274" "11.0289" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "412" "Ringsaker kommune"
"2388" "Brumunddal" "2388 BRUMUNDDAL" "Gate-/veg-adresse" "60.8698" "11.0093" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "412" "Ringsaker kommune"
"2389" "Brumunddal" "2389 BRUMUNDDAL" "Postboksar" "60.8698" "11.0093" "6" "Usikker plassering" "10.01.2014" "412" "Ringsaker kommune"
"2390" "Moelv" "2390 MOELV" "Gate-/veg-adresse" "60.9382" "10.6998" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "412" "Ringsaker kommune"
"2391" "Moelv" "2391 MOELV" "Postboksar" "60.92895" "10.70055" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "412" "Ringsaker kommune"
"2401" "Elverum" "2401 ELVERUM" "Postboksar" "60.87913" "11.56543" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "427" "Elverum kommune"
"2402" "Elverum" "2402 ELVERUM" "Postboksar" "60.8791" "11.5654" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "427" "Elverum kommune"
"2403" "Elverum" "2403 ELVERUM" "Postboksar" "60.8791" "11.5654" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "427" "Elverum kommune"
"2405" "Elverum" "2405 ELVERUM" "Postboksar" "60.88138" "11.55286" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "427" "Elverum kommune"
"2406" "Elverum" "2406 ELVERUM" "Gate-/veg-adresse" "60.8804" "11.5517" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "427" "Elverum kommune"
"2407" "Elverum" "2407 ELVERUM" "Gateadresser og postboksar" "60.86148" "11.56728" "1" "Koordinatane gjeld postkontoret" "19.09.2013" "427" "Elverum kommune"
"2408" "Elverum" "2408 ELVERUM" "Gate-/veg-adresse" "60.8937" "11.561" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "427" "Elverum kommune"
"2409" "Elverum" "2409 ELVERUM" "Gateadresser og postboksar" "60.90091" "11.56089" "1" "Koordinatane gjeld postkontoret" "19.09.2013" "427" "Elverum kommune"
"2410" "Hernes" "2410 HERNES" "Gateadresser og postboksar" "60.92494" "11.62504" "1" "Koordinatane gjeld postkontoret" "18.09.2013" "427" "Elverum kommune"
"2411" "Elverum" "2411 ELVERUM" "Gate-/veg-adresse" "60.8918" "11.5436" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "427" "Elverum kommune"
"2412" "SÃ¸rskogbygda" "2412 SÃRSKOGBYGDA" "Gate-/veg-adresse" "60.94461" "11.78881" "1" "Koordinatane gjeld postkontoret" "19.09.2013" "427" "Elverum kommune"
"2415" "Heradsbygd" "2415 HERADSBYGD" "Gateadresser og postboksar" "60.82258" "11.63744" "1" "Koordinatane gjeld postkontoret" "19.09.2013" "427" "Elverum kommune"
"2416" "JÃ¸mna" "2416 JÃMNA" "Gate-/veg-adresse" "60.8079" "11.7010" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "427" "Elverum kommune"
"2418" "Elverum" "2418 ELVERUM" "Fleire bruksomrÃ¥de" "60.8819" "11.5623" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "427" "Elverum kommune"
"2420" "Trysil" "2420 TRYSIL" "Gate-/veg-adresse" "61.31256" "12.26818" "1" "Koordinatane gjeld postkontoret" "17.09.2013" "428" "Trysil kommune"
"2421" "Trysil" "2421 TRYSIL" "Postboksar" "61.3155" "12.2642" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "428" "Trysil kommune"
"2422" "Nybergsund" "2422 NYBERGSUND" "Gateadresser og postboksar" "61.26099" "12.32261" "1" "Koordinatane gjeld postkontoret" "17.09.2013" "428" "Trysil kommune"
"2423" "Ãstby" "2423 ÃSTBY" "Gateadresser og postboksar" "61.25431" "12.53236" "1" "Koordinatane gjeld postkontoret" "17.09.2013" "428" "Trysil kommune"
"2425" "LjÃ¸rdalen" "2425 LJÃRDALEN" "Gateadresser og postboksar" "61.38410" "12.68477" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "428" "Trysil kommune"
"2427" "Plassen" "2427 PLASSEN" "Gate-/veg-adresse" "61.1314" "12.5078" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "428" "Trysil kommune"
"2428" "SÃ¸re Osen" "2428 SÃRE OSEN" "Gateadresser og postboksar" "61.10722" "11.98121" "1" "Koordinatane gjeld postkontoret" "17.09.2013" "428" "Trysil kommune"
"2429" "TÃ¸rberget" "2429 TÃRBERGET" "Gate-/veg-adresse" "61.1331" "12.1111" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "428" "Trysil kommune"
"2430" "Jordet" "2430 JORDET" "Gateadresser og postboksar" "61.41718" "12.13869" "1" "Koordinatane gjeld postkontoret" "17.09.2013" "428" "Trysil kommune"
"2432" "SlettÃ¥s" "2432 SLETTÃS" "Gate-/veg-adresse" "61.3728" "11.9549" "5" "Koordinatane er retta av ein yr.no-brukar" "28.09.2012" "428" "Trysil kommune"
"2435" "Braskereidfoss" "2435 BRASKEREIDFOSS" "Gateadresser og postboksar" "60.72549" "11.7993" "1" "Koordinatane gjeld postkontoret" "19.09.2013" "426" "VÃ¥ler kommune"
"2436" "VÃ¥ler i SolÃ¸r" "2436 VÃLER I SOLÃR" "Gateadresser og postboksar" "60.67064" "11.83561" "1" "Koordinatane gjeld postkontoret" "17.09.2013" "426" "VÃ¥ler kommune"
"2437" "Haslemoen" "2437 HASLEMOEN" "Gate-/veg-adresse" "60.6513" "11.8704" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "19.09.2013" "426" "VÃ¥ler kommune"
"2438" "Gravberget" "2438 GRAVBERGET" "Gate-/veg-adresse" "60.8829" "12.2377" "2" "Koordinatane er retta av Erik Bolstad" "28.09.2012" "426" "VÃ¥ler kommune"
"2440" "Engerdal" "2440 ENGERDAL" "Gateadresser og postboksar" "61.75703" "11.96042" "1" "Koordinatane gjeld postkontoret" "19.09.2013" "434" "Engerdal kommune"
"2443" "DrevsjÃ¸" "2443 DREVSJÃ" "Gateadresser og postboksar" "61.89124" "12.03011" "1" "Koordinatane gjeld postkontoret" "19.09.2013" "434" "Engerdal kommune"
"2446" "ElgÃ¥" "2446 ELGÃ" "Gate-/veg-adresse" "62.1672" "11.9415" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "434" "Engerdal kommune"
"2448" "SÃ¸mÃ¥dalen" "2448 SÃMÃDALEN" "Gate-/veg-adresse" "62.0919" "11.6506" "5" "Koordinatane er retta av ein yr.no-brukar" "19.09.2013" "434" "Engerdal kommune"
"2450" "Rena" "2450 RENA" "Gate-/veg-adresse" "61.1348" "11.3641" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "429" "Ãmot kommune"
"2451" "Rena" "2451 RENA" "Postboksar" "61.13247" "11.37358" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "429" "Ãmot kommune"
"2460" "Osen" "2460 OSEN" "Gateadresser og postboksar" "61.30112" "11.76448" "1" "Koordinatane gjeld postkontoret" "17.09.2013" "429" "Ãmot kommune"
"2476" "Atna" "2476 ATNA" "Gate-/veg-adresse" "61.7313" "10.8328" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "430" "Stor-Elvdal kommune"
"2477" "Sollia" "2477 SOLLIA" "Gate-/veg-adresse" "61.7802" "10.4008" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "430" "Stor-Elvdal kommune"
"2478" "Hanestad" "2478 HANESTAD" "Gate-/veg-adresse" "61.838" "10.8805" "5" "Koordinatane er retta av ein yr.no-brukar" "28.09.2012" "432" "Rendalen kommune"
"2480" "Koppang" "2480 KOPPANG" "Gate-/veg-adresse" "61.5707" "11.0555" "5" "Koordinatane er retta av ein yr.no-brukar" "19.09.2013" "430" "Stor-Elvdal kommune"
"2481" "Koppang" "2481 KOPPANG" "Postboksar" "61.57068" "11.05075" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "430" "Stor-Elvdal kommune"
"2485" "Rendalen" "2485 RENDALEN" "Gateadresser og postboksar" "61.89222" "11.0774" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "432" "Rendalen kommune"
"2500" "Tynset" "2500 TYNSET" "Gate-/veg-adresse" "62.2759" "10.7824" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "437" "Tynset kommune"
"2501" "Tynset" "2501 TYNSET" "Postboksar" "62.27891" "10.7759" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "437" "Tynset kommune"
"2510" "Tylldalen" "2510 TYLLDALEN" "Gate-/veg-adresse" "62.1375" "10.7945" "2" "Koordinatane er retta av Erik Bolstad" "28.09.2012" "437" "Tynset kommune"
"2512" "Kvikne" "2512 KVIKNE" "Gateadresser og postboksar" "62.58366" "10.28525" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "437" "Tynset kommune"
"2540" "Tolga" "2540 TOLGA" "Gateadresser og postboksar" "62.41055" "10.99119" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "436" "Tolga kommune"
"2542" "Vingelen" "2542 VINGELEN" "Gate-/veg-adresse" "62.4172" "10.8618" "2" "Koordinatane er retta av Erik Bolstad" "28.09.2012" "436" "Tolga kommune"
"2544" "ÃversjÃ¸dalen" "2544 ÃVERSJÃDALEN" "Gate-/veg-adresse" "62.2088" "11.4816" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "436" "Tolga kommune"
"2550" "Os i Ãsterdalen" "2550 OS I ÃSTERDALEN" "Gateadresser og postboksar" "62.49617" "11.22355" "1" "Koordinatane gjeld postkontoret" "17.09.2013" "441" "Os kommune"
"2552" "Dalsbygda" "2552 DALSBYGDA" "Gate-/veg-adresse" "62.52763" "11.10897" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "441" "Os kommune"
"2555" "Tufsingdalen" "2555 TUFSINGDALEN" "Gate-/veg-adresse" "62.303" "11.7195" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "441" "Os kommune"
"2560" "Alvdal" "2560 ALVDAL" "Gate-/veg-adresse" "62.1077" "10.6307" "5" "Koordinatane er retta av ein yr.no-brukar" "28.09.2012" "438" "Alvdal kommune"
"2561" "Alvdal" "2561 ALVDAL" "Postboksar" "62.10892" "10.63166" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "438" "Alvdal kommune"
"2580" "Folldal" "2580 FOLLDAL" "Gate-/veg-adresse" "62.1325" "9.9968" "2" "Koordinatane er retta av Erik Bolstad" "28.09.2012" "439" "Folldal kommune"
"2581" "Folldal" "2581 FOLLDAL" "Postboksar" "62.13324" "9.99344" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "439" "Folldal kommune"
"2582" "Grimsbu" "2582 GRIMSBU" "Gate-/veg-adresse" "62.1561" "10.1731" "5" "Koordinatane er retta av ein yr.no-brukar" "28.09.2012" "439" "Folldal kommune"
"2584" "Dalholen" "2584 DALHOLEN" "Gate-/veg-adresse" "62.1750" "9.8162" "2" "Koordinatane er retta av Erik Bolstad" "28.09.2012" "439" "Folldal kommune"
"2610" "Mesnali" "2610 MESNALI" "Gateadresser og postboksar" "61.10354" "10.69724" "1" "Koordinatane gjeld postkontoret" "19.09.2013" "412" "Ringsaker kommune"
"2612" "SjusjÃ¸en" "2612 SJUSJÃEN" "Gateadresser og postboksar" "61.15241" "10.69065" "1" "Koordinatane gjeld postkontoret" "17.09.2013" "412" "Ringsaker kommune"
"2616" "Lismarka" "2616 LISMARKA" "Gate-/veg-adresse" "61.0702" "10.6213" "2" "Koordinatane er retta av Erik Bolstad" "19.09.2013" "412" "Ringsaker kommune"
"5003" "Bergen" "5003 BERGEN" "Gate-/veg-adresse" "60.3992" "5.3227" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5004" "Bergen" "5004 BERGEN" "Gate-/veg-adresse" "60.3978" "5.311" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5005" "Bergen" "5005 BERGEN" "Gate-/veg-adresse" "60.3967" "5.312" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5006" "Bergen" "5006 BERGEN" "Gate-/veg-adresse" "60.3836" "5.3219" "5" "Koordinatane er retta av ein yr.no-brukar" "01.11.2013" "1201" "Bergen kommune"
"5007" "Bergen" "5007 BERGEN" "Gate-/veg-adresse" "60.3872" "5.3231" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5008" "Bergen" "5008 BERGEN" "Gate-/veg-adresse" "60.3866" "5.3302" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5009" "Bergen" "5009 BERGEN" "Gate-/veg-adresse" "60.3805" "5.3598" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5010" "Bergen" "5010 BERGEN" "Gate-/veg-adresse" "60.391" "5.316" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5011" "Bergen" "5011 BERGEN" "Gate-/veg-adresse" "60.394" "5.3149" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5012" "Bergen" "5012 BERGEN" "Gate-/veg-adresse" "60.3933" "5.3214" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5013" "Bergen" "5013 BERGEN" "Gate-/veg-adresse" "60.3943" "5.3226" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5014" "Bergen" "5014 BERGEN" "Gate-/veg-adresse" "60.3921" "5.3274" "2" "Koordinatane er retta av Erik Bolstad" "20.09.2013" "1201" "Bergen kommune"
"5015" "Bergen" "5015 BERGEN" "Gate-/veg-adresse" "60.3901" "5.3214" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5016" "Bergen" "5016 BERGEN" "Gate-/veg-adresse" "60.3929" "5.3292" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5017" "Bergen" "5017 BERGEN" "Gate-/veg-adresse" "60.3939" "5.3304" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5018" "Bergen" "5018 BERGEN" "Gate-/veg-adresse" "60.3904" "5.3397" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "20.09.2013" "1201" "Bergen kommune"
"5019" "Bergen" "5019 BERGEN" "Gate-/veg-adresse" "60.388" "5.3537" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5020" "Bergen" "5020 BERGEN" "Postboksar" "60.393" "5.3242" "5" "Koordinatane er retta av ein yr.no-brukar" "28.09.2012" "1201" "Bergen kommune"
"5021" "Bergen" "5021 BERGEN" "Gateadresser og postboksar" "60.3739" "5.3596" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5022" "Bergen" "5022 BERGEN" "Gate-/veg-adresse" "60.3889" "5.3438" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "1201" "Bergen kommune"
"5031" "Bergen" "5031 BERGEN" "Gate-/veg-adresse" "60.3991" "5.3302" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5032" "Bergen" "5032 BERGEN" "Gate-/veg-adresse" "60.4006" "5.3224" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5033" "Bergen" "5033 BERGEN" "Gate-/veg-adresse" "60.4037" "5.3245" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5034" "Bergen" "5034 BERGEN" "Gate-/veg-adresse" "60.4033" "5.33" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "1201" "Bergen kommune"
"5035" "Bergen" "5035 BERGEN" "Gate-/veg-adresse" "60.4086" "5.321" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5036" "Bergen" "5036 BERGEN" "Gate-/veg-adresse" "60.4079" "5.3251" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5037" "Bergen" "5037 BERGEN" "Gate-/veg-adresse" "60.4067" "5.3284" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5038" "Bergen" "5038 BERGEN" "Gate-/veg-adresse" "60.4281" "5.3018" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5039" "Bergen" "5039 BERGEN" "Gate-/veg-adresse" "60.4365" "5.2861" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5041" "Bergen" "5041 BERGEN" "Gate-/veg-adresse" "60.4233" "5.3064" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "1201" "Bergen kommune"
"5042" "Bergen" "5042 BERGEN" "Gate-/veg-adresse" "60.4212" "5.3052" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5043" "Bergen" "5043 BERGEN" "Gate-/veg-adresse" "60.4247" "5.2979" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5045" "Bergen" "5045 BERGEN" "Gate-/veg-adresse" "60.4229" "5.3024" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "1201" "Bergen kommune"
"5052" "Bergen" "5052 BERGEN" "Gate-/veg-adresse" "60.3714" "5.3538" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5053" "Bergen" "5053 BERGEN" "Gate-/veg-adresse" "60.3748" "5.3483" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5054" "Bergen" "5054 BERGEN" "Gate-/veg-adresse" "60.3747" "5.338" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5055" "Bergen" "5055 BERGEN" "Gate-/veg-adresse" "60.3722" "5.3342" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5056" "Bergen" "5056 BERGEN" "Gate-/veg-adresse" "60.3781" "5.3241" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5057" "Bergen" "5057 BERGEN" "Gate-/veg-adresse" "60.3783" "5.3241" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5058" "Bergen" "5058 BERGEN" "Gate-/veg-adresse" "60.3781" "5.3312" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5059" "Bergen" "5059 BERGEN" "Gate-/veg-adresse" "60.3714" "5.3477" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5063" "Bergen" "5063 BERGEN" "Gate-/veg-adresse" "60.3652" "5.3519" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5067" "Bergen" "5067 BERGEN" "Gate-/veg-adresse" "60.3628" "5.3568" "5" "Koordinatane er retta av ein yr.no-brukar" "20.09.2013" "1201" "Bergen kommune"
"5068" "Bergen" "5068 BERGEN" "Gate-/veg-adresse" "60.358" "5.3427" "5" "Koordinatane er retta av ein yr.no-brukar" "20.09.2013" "1201" "Bergen kommune"
"5072" "Bergen" "5072 BERGEN" "Gate-/veg-adresse" "60.3501" "5.3478" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5073" "Bergen" "5073 BERGEN" "Gate-/veg-adresse" "60.3547" "5.3362" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5075" "Bergen" "5075 BERGEN" "Gateadresser og postboksar" "60.3459" "5.3548" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "1201" "Bergen kommune"
"5080" "Bergen (ikkje i bruk)" "5080 BERGEN (ikkje i bruk)" "Gate-/veg-adresse" "60.4368" "5.3103" "2" "Koordinatane er retta av Erik Bolstad" "03.01.2013" "1201" "Bergen"
"5081" "Bergen" "5081 BERGEN" "Gate-/veg-adresse" "60.3436" "5.3592" "5" "Koordinatane er retta av ein yr.no-brukar" "20.09.2013" "1201" "Bergen kommune"
"5082" "Bergen" "5082 BERGEN" "Gate-/veg-adresse" "60.3434" "5.359" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "1201" "Bergen kommune"
"5089" "Bergen" "5089 BERGEN" "Gate-/veg-adresse" "60.3586" "5.363" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5093" "Bergen" "5093 BERGEN" "Gate-/veg-adresse" "60.3587" "5.3572" "2" "Koordinatane er retta av Erik Bolstad" "20.09.2013" "1201" "Bergen kommune"
"5094" "Bergen" "5094 BERGEN" "Gate-/veg-adresse" "60.3558" "5.3664" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5096" "Bergen" "5096 BERGEN" "Gate-/veg-adresse" "60.3683" "5.3707" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5097" "Bergen" "5097 BERGEN" "Gate-/veg-adresse" "60.3588" "5.372" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5098" "Bergen" "5098 BERGEN" "Gate-/veg-adresse" "60.3448" "5.3761" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5099" "Bergen" "5099 BERGEN" "Gate-/veg-adresse" "60.3388" "5.3657" "5" "Koordinatane er retta av ein yr.no-brukar" "20.09.2013" "1201" "Bergen kommune"
"5101" "EidsvÃ¥gneset" "5101 EIDSVÃGNESET" "Gate-/veg-adresse" "60.443" "5.2886" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5104" "EidsvÃ¥g i Ãsane" "5104 EIDSVÃG I ÃSANE" "Gate-/veg-adresse" "60.44" "5.2982" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5105" "EidsvÃ¥g i Ãsane" "5105 EIDSVÃG I ÃSANE" "Gate-/veg-adresse" "60.4365" "5.3191" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5106" "Ãvre Ervik" "5106 ÃVRE ERVIK" "Gate-/veg-adresse" "60.4465" "5.3207" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5107" "Salhus" "5107 SALHUS" "Gate-/veg-adresse" "60.5072" "5.2671" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5108" "Hordvik" "5108 HORDVIK" "Gate-/veg-adresse" "60.5183" "5.2997" "2" "Koordinatane er retta av Erik Bolstad" "20.09.2013" "1201" "Bergen kommune"
"5109" "Hylkje" "5109 HYLKJE" "Gate-/veg-adresse" "60.5068" "5.3538" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "1201" "Bergen kommune"
"5111" "Breistein" "5111 BREISTEIN" "Gate-/veg-adresse" "60.4857" "5.4043" "5" "Koordinatane er retta av ein yr.no-brukar" "20.09.2013" "1201" "Bergen kommune"
"5113" "Tertnes" "5113 TERTNES" "Gateadresser og postboksar" "60.45579" "5.29555" "1" "Koordinatane gjeld postkontoret" "17.09.2013" "1201" "Bergen kommune"
"5114" "Tertnes" "5114 TERTNES" "Gate-/veg-adresse" "60.4588" "5.2815" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5115" "Ulset" "5115 ULSET" "Gate-/veg-adresse" "60.4615" "5.3319" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5116" "Ulset" "5116 ULSET" "Gate-/veg-adresse" "60.4619" "5.3235" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5117" "Ulset" "5117 ULSET" "Gate-/veg-adresse" "60.4696" "5.3001" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5118" "Ulset" "5118 ULSET" "Gate-/veg-adresse" "60.4658" "5.3105" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5119" "Ulset" "5119 ULSET" "Gate-/veg-adresse" "60.4617" "5.3085" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5121" "Ulset" "5121 ULSET" "Gate-/veg-adresse" "60.4647" "5.2932" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5122" "Morvik" "5122 MORVIK" "Gate-/veg-adresse" "60.4672" "5.281" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "1201" "Bergen kommune"
"5124" "Morvik" "5124 MORVIK" "Gateadresser og postboksar" "60.4698" "5.2750" "2" "Koordinatane er retta av Erik Bolstad" "20.09.2013" "1201" "Bergen kommune"
"5130" "Nyborg" "5130 NYBORG" "Gate-/veg-adresse" "60.4684" "5.3358" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "1201" "Bergen kommune"
